year_joined.bucket,tenure,mean_prop
"(2009,2011]",1270,0.500089089
"(2009,2011]",1271,0.472822707
"(2009,2011]",1272,0.428499333
"(2009,2011]",1273,0.471133796
"(2009,2011]",1274,0.4750186
"(2009,2011]",1275,0.511971581
"(2009,2011]",1276,0.402211416
"(2009,2011]",1277,0.538014231
"(2009,2011]",1278,0.549796912
"(2009,2011]",1279,0.576620497
"(2009,2011]",1280,0.471059072
"(2009,2011]",1281,0.474880517
"(2009,2011]",1282,0.507593569
"(2009,2011]",1283,0.504422335
"(2009,2011]",1284,0.541413134
"(2009,2011]",1285,0.461459611
"(2009,2011]",1286,0.495147649
"(2009,2011]",1287,0.474980381
"(2009,2011]",1288,0.551379084
"(2009,2011]",1289,0.621434008
"(2009,2011]",1290,0.479807454
"(2009,2011]",1291,0.346623137
"(2009,2011]",1292,0.515473597
"(2009,2011]",1293,0.532161577
"(2009,2011]",1294,0.443732621
"(2009,2011]",1295,0.577606904
"(2009,2011]",1296,0.534509918
"(2009,2011]",1297,0.465738871
"(2009,2011]",1298,0.478660862
"(2009,2011]",1299,0.45939313
"(2009,2011]",1300,0.468237562
"(2009,2011]",1301,0.367453917
"(2009,2011]",1302,0.493238849
"(2009,2011]",1303,0.658971035
"(2009,2011]",1304,0.552537988
"(2009,2011]",1305,0.544158702
"(2009,2011]",1306,0.45757615
"(2009,2011]",1307,0.508606781
"(2009,2011]",1308,0.450394985
"(2009,2011]",1309,0.487219098
"(2009,2011]",1310,0.484407124
"(2009,2011]",1311,0.524860549
"(2009,2011]",1312,0.382240653
"(2009,2011]",1313,0.484333763
"(2009,2011]",1314,0.480093813
"(2009,2011]",1315,0.477018212
"(2009,2011]",1316,0.48467833
"(2009,2011]",1317,0.454138431
"(2009,2011]",1318,0.420920331
"(2009,2011]",1319,0.501511683
"(2009,2011]",1320,0.520733682
"(2009,2011]",1321,0.532411679
"(2009,2011]",1322,0.45129093
"(2009,2011]",1323,0.573728144
"(2009,2011]",1324,0.35320826
"(2009,2011]",1325,0.46741045
"(2009,2011]",1326,0.433011871
"(2009,2011]",1327,0.461330312
"(2009,2011]",1328,0.391132082
"(2009,2011]",1329,0.463808242
"(2009,2011]",1330,0.450196077
"(2009,2011]",1331,0.447302295
"(2009,2011]",1332,0.464723565
"(2009,2011]",1333,0.490716969
"(2009,2011]",1334,0.448005279
"(2009,2011]",1335,0.445867004
"(2009,2011]",1336,0.532476736
"(2009,2011]",1337,0.433928416
"(2009,2011]",1338,0.50174462
"(2009,2011]",1339,0.472784781
"(2009,2011]",1340,0.493041641
"(2009,2011]",1341,0.560887591
"(2009,2011]",1342,0.434503326
"(2009,2011]",1343,0.550656609
"(2009,2011]",1344,0.422617114
"(2009,2011]",1345,0.402556231
"(2009,2011]",1346,0.496174595
"(2009,2011]",1347,0.520052186
"(2009,2011]",1348,0.378960417
"(2009,2011]",1349,0.489465777
"(2009,2011]",1350,0.484665436
"(2009,2011]",1351,0.495728164
"(2009,2011]",1352,0.458256554
"(2009,2011]",1353,0.443987779
"(2009,2011]",1354,0.473718797
"(2009,2011]",1355,0.495062074
"(2009,2011]",1356,0.503628732
"(2009,2011]",1357,0.430471639
"(2009,2011]",1358,0.48075612
"(2009,2011]",1359,0.452041903
"(2009,2011]",1360,0.570265055
"(2009,2011]",1361,0.40253193
"(2009,2011]",1362,0.524245838
"(2009,2011]",1363,0.525638805
"(2009,2011]",1364,0.462318864
"(2009,2011]",1365,0.452708209
"(2009,2011]",1366,0.523000711
"(2009,2011]",1367,0.582212713
"(2009,2011]",1368,0.488340881
"(2009,2011]",1369,0.432572366
"(2009,2011]",1370,0.493200862
"(2009,2011]",1371,0.455429299
"(2009,2011]",1372,0.520400619
"(2009,2011]",1373,0.401386333
"(2009,2011]",1374,0.55851103
"(2009,2011]",1375,0.542328414
"(2009,2011]",1376,0.57307074
"(2009,2011]",1377,0.462345384
"(2009,2011]",1378,0.47829089
"(2009,2011]",1379,0.523443481
"(2009,2011]",1380,0.495059058
"(2009,2011]",1381,0.43580478
"(2009,2011]",1382,0.502752286
"(2009,2011]",1383,0.451899211
"(2009,2011]",1384,0.51005411
"(2009,2011]",1385,0.508402631
"(2009,2011]",1386,0.557956805
"(2009,2011]",1387,0.472851536
"(2009,2011]",1388,0.495298036
"(2009,2011]",1389,0.541937615
"(2009,2011]",1390,0.401388663
"(2009,2011]",1391,0.423624939
"(2009,2011]",1392,0.507188015
"(2009,2011]",1393,0.545738288
"(2009,2011]",1394,0.47875266
"(2009,2011]",1395,0.572203706
"(2009,2011]",1396,0.513434184
"(2009,2011]",1397,0.515982473
"(2009,2011]",1398,0.491657588
"(2009,2011]",1399,0.482523341
"(2009,2011]",1400,0.444394721
"(2009,2011]",1401,0.445854146
"(2009,2011]",1402,0.469542327
"(2009,2011]",1403,0.441063775
"(2009,2011]",1404,0.585238085
"(2009,2011]",1405,0.528212734
"(2009,2011]",1406,0.522678601
"(2009,2011]",1407,0.477555161
"(2009,2011]",1408,0.483750107
"(2009,2011]",1409,0.506897715
"(2009,2011]",1410,0.520347003
"(2009,2011]",1411,0.493277539
"(2009,2011]",1412,0.422083764
"(2009,2011]",1413,0.373409111
"(2009,2011]",1414,0.472703805
"(2009,2011]",1415,0.474195839
"(2009,2011]",1416,0.574082858
"(2009,2011]",1417,0.552007087
"(2009,2011]",1418,0.449394051
"(2009,2011]",1419,0.448511398
"(2009,2011]",1420,0.45581425
"(2009,2011]",1421,0.422079126
"(2009,2011]",1422,0.419703464
"(2009,2011]",1423,0.458075106
"(2009,2011]",1424,0.561969246
"(2009,2011]",1425,0.474625924
"(2009,2011]",1426,0.378475241
"(2009,2011]",1427,0.415347359
"(2009,2011]",1428,0.471028026
"(2009,2011]",1429,0.45961182
"(2009,2011]",1430,0.417781442
"(2009,2011]",1431,0.572958868
"(2009,2011]",1432,0.505885164
"(2009,2011]",1433,0.457227201
"(2009,2011]",1434,0.451847288
"(2009,2011]",1435,0.47232035
"(2009,2011]",1436,0.531894736
"(2009,2011]",1437,0.525969659
"(2009,2011]",1438,0.518682365
"(2009,2011]",1439,0.486266323
"(2009,2011]",1440,0.441607236
"(2009,2011]",1441,0.531564494
"(2009,2011]",1442,0.536270611
"(2009,2011]",1443,0.526775966
"(2009,2011]",1444,0.428441125
"(2009,2011]",1445,0.465973563
"(2009,2011]",1446,0.514754993
"(2009,2011]",1447,0.437882917
"(2009,2011]",1448,0.486906564
"(2009,2011]",1449,0.506833016
"(2009,2011]",1450,0.466347241
"(2009,2011]",1451,0.565310415
"(2009,2011]",1452,0.400573344
"(2009,2011]",1453,0.557224184
"(2009,2011]",1454,0.431769654
"(2009,2011]",1455,0.480302289
"(2009,2011]",1456,0.4074805
"(2009,2011]",1457,0.411255273
"(2009,2011]",1458,0.458962785
"(2009,2011]",1459,0.475102145
"(2009,2011]",1460,0.497505824
"(2009,2011]",1461,0.453861245
"(2009,2011]",1462,0.523151361
"(2009,2011]",1463,0.440790882
"(2009,2011]",1464,0.524106237
"(2009,2011]",1465,0.50010219
"(2009,2011]",1466,0.477084455
"(2009,2011]",1467,0.442253912
"(2009,2011]",1468,0.452215498
"(2009,2011]",1469,0.447946719
"(2009,2011]",1470,0.548130395
"(2009,2011]",1471,0.426619415
"(2009,2011]",1472,0.457947752
"(2009,2011]",1473,0.430894572
"(2009,2011]",1474,0.471575266
"(2009,2011]",1475,0.494960359
"(2009,2011]",1476,0.462114123
"(2009,2011]",1477,0.407979781
"(2009,2011]",1478,0.414147649
"(2009,2011]",1479,0.463400287
"(2009,2011]",1480,0.46318249
"(2009,2011]",1481,0.434590969
"(2009,2011]",1482,0.398562163
"(2009,2011]",1483,0.44328501
"(2009,2011]",1484,0.495080275
"(2009,2011]",1485,0.505699544
"(2009,2011]",1486,0.498564044
"(2009,2011]",1487,0.474939885
"(2009,2011]",1488,0.498294612
"(2009,2011]",1489,0.388055992
"(2009,2011]",1490,0.519486322
"(2009,2011]",1491,0.455342199
"(2009,2011]",1492,0.473026229
"(2009,2011]",1493,0.506208957
"(2009,2011]",1494,0.432806056
"(2009,2011]",1495,0.515235179
"(2009,2011]",1496,0.468715121
"(2009,2011]",1497,0.475019777
"(2009,2011]",1498,0.485410079
"(2009,2011]",1499,0.480270462
"(2009,2011]",1500,0.379639438
"(2009,2011]",1501,0.599209989
"(2009,2011]",1502,0.481100161
"(2009,2011]",1503,0.448312768
"(2009,2011]",1504,0.444665914
"(2009,2011]",1505,0.44039484
"(2009,2011]",1506,0.524015346
"(2009,2011]",1507,0.480191517
"(2009,2011]",1508,0.469955707
"(2009,2011]",1509,0.44326403
"(2009,2011]",1510,0.514172259
"(2009,2011]",1511,0.45598749
"(2009,2011]",1512,0.515427797
"(2009,2011]",1513,0.535564332
"(2009,2011]",1514,0.412526208
"(2009,2011]",1515,0.450843357
"(2009,2011]",1516,0.518369302
"(2009,2011]",1517,0.547092216
"(2009,2011]",1518,0.478683733
"(2009,2011]",1519,0.478425175
"(2009,2011]",1520,0.438102493
"(2009,2011]",1521,0.456593515
"(2009,2011]",1522,0.533333942
"(2009,2011]",1523,0.454471372
"(2009,2011]",1524,0.501185963
"(2009,2011]",1525,0.479598764
"(2009,2011]",1526,0.501400775
"(2009,2011]",1527,0.482600637
"(2009,2011]",1528,0.447526963
"(2009,2011]",1529,0.442142306
"(2009,2011]",1530,0.408990239
"(2009,2011]",1531,0.506336712
"(2009,2011]",1532,0.425969554
"(2009,2011]",1533,0.499485667
"(2009,2011]",1534,0.472755241
"(2009,2011]",1535,0.503734341
"(2009,2011]",1536,0.49524851
"(2009,2011]",1537,0.395155439
"(2009,2011]",1538,0.439174621
"(2009,2011]",1539,0.517692768
"(2009,2011]",1540,0.5042349
"(2009,2011]",1541,0.510336416
"(2009,2011]",1542,0.583605924
"(2009,2011]",1543,0.452634882
"(2009,2011]",1544,0.552158517
"(2009,2011]",1545,0.362134191
"(2009,2011]",1546,0.442879727
"(2009,2011]",1547,0.448312263
"(2009,2011]",1548,0.461261598
"(2009,2011]",1549,0.458990822
"(2009,2011]",1550,0.439085403
"(2009,2011]",1551,0.472876301
"(2009,2011]",1552,0.464472744
"(2009,2011]",1553,0.566399898
"(2009,2011]",1554,0.454112265
"(2009,2011]",1555,0.489195377
"(2009,2011]",1556,0.512795559
"(2009,2011]",1557,0.432423473
"(2009,2011]",1558,0.478557852
"(2009,2011]",1559,0.456717429
"(2009,2011]",1560,0.462360219
"(2009,2011]",1561,0.450150717
"(2009,2011]",1562,0.466228949
"(2009,2011]",1563,0.384129184
"(2009,2011]",1564,0.507509711
"(2009,2011]",1565,0.415820236
"(2009,2011]",1566,0.479754715
"(2009,2011]",1567,0.473783639
"(2009,2011]",1568,0.451357992
"(2009,2011]",1569,0.457192879
"(2009,2011]",1570,0.375988848
"(2009,2011]",1571,0.383546805
"(2009,2011]",1572,0.48423578
"(2009,2011]",1573,0.518385252
"(2009,2011]",1574,0.425729222
"(2009,2011]",1575,0.421278885
"(2009,2011]",1576,0.497191522
"(2009,2011]",1577,0.424125014
"(2009,2011]",1578,0.494582902
"(2009,2011]",1579,0.450929667
"(2009,2011]",1580,0.444249136
"(2009,2011]",1581,0.424325264
"(2009,2011]",1582,0.406945648
"(2009,2011]",1583,0.549381603
"(2009,2011]",1584,0.586341283
"(2009,2011]",1585,0.432810748
"(2009,2011]",1586,0.447001335
"(2009,2011]",1587,0.475275381
"(2009,2011]",1588,0.518591108
"(2009,2011]",1589,0.46916626
"(2009,2011]",1590,0.507355023
"(2009,2011]",1591,0.480788088
"(2009,2011]",1592,0.492554574
"(2009,2011]",1593,0.490904992
"(2009,2011]",1594,0.488694937
"(2009,2011]",1595,0.493691411
"(2009,2011]",1596,0.504125723
"(2009,2011]",1597,0.420886528
"(2009,2011]",1598,0.518170599
"(2009,2011]",1599,0.474025782
"(2009,2011]",1600,0.478398478
"(2009,2011]",1601,0.469293845
"(2009,2011]",1602,0.374763002
"(2009,2011]",1603,0.41716931
"(2009,2011]",1604,0.482196814
"(2009,2011]",1605,0.429475378
"(2009,2011]",1606,0.404544269
"(2009,2011]",1607,0.411065874
"(2009,2011]",1608,0.481485541
"(2009,2011]",1609,0.402924792
"(2009,2011]",1610,0.522566174
"(2009,2011]",1611,0.493540643
"(2009,2011]",1612,0.544924025
"(2009,2011]",1613,0.521391953
"(2009,2011]",1614,0.496003449
"(2009,2011]",1615,0.550985911
"(2009,2011]",1616,0.37612831
"(2009,2011]",1617,0.41073477
"(2009,2011]",1618,0.489055182
"(2009,2011]",1619,0.476384565
"(2009,2011]",1620,0.452456066
"(2009,2011]",1621,0.517294331
"(2009,2011]",1622,0.478713421
"(2009,2011]",1623,0.459449492
"(2009,2011]",1624,0.511434416
"(2009,2011]",1625,0.479823896
"(2009,2011]",1626,0.452158029
"(2009,2011]",1627,0.465759657
"(2009,2011]",1628,0.520118527
"(2009,2011]",1629,0.36438935
"(2009,2011]",1630,0.436206272
"(2009,2011]",1631,0.512205882
"(2009,2011]",1632,0.349041067
"(2009,2011]",1633,0.468649025
"(2009,2011]",1634,0.398056594
"(2009,2011]",1635,0.413061106
"(2009,2011]",1636,0.479487237
"(2009,2011]",1637,0.499520742
"(2009,2011]",1638,0.493098701
"(2009,2011]",1639,0.364531462
"(2009,2011]",1640,0.392370655
"(2009,2011]",1641,0.491901572
"(2009,2011]",1642,0.443370238
"(2009,2011]",1643,0.476519347
"(2009,2011]",1644,0.508107855
"(2009,2011]",1645,0.537268729
"(2009,2011]",1646,0.447227278
"(2009,2011]",1647,0.501049526
"(2009,2011]",1648,0.462926832
"(2009,2011]",1649,0.47023772
"(2009,2011]",1650,0.491950009
"(2009,2011]",1651,0.439204069
"(2009,2011]",1652,0.479413052
"(2009,2011]",1653,0.505834802
"(2009,2011]",1654,0.522278104
"(2009,2011]",1655,0.506023854
"(2009,2011]",1656,0.517260607
"(2009,2011]",1657,0.462253367
"(2009,2011]",1658,0.439245968
"(2009,2011]",1659,0.494024749
"(2009,2011]",1660,0.400182105
"(2009,2011]",1661,0.504348445
"(2009,2011]",1662,0.43318791
"(2009,2011]",1663,0.393473553
"(2009,2011]",1664,0.451886224
"(2009,2011]",1665,0.508087509
"(2009,2011]",1666,0.408384155
"(2009,2011]",1667,0.397425009
"(2009,2011]",1668,0.303433975
"(2009,2011]",1669,0.509595048
"(2009,2011]",1670,0.441719324
"(2009,2011]",1671,0.376398029
"(2009,2011]",1672,0.503284348
"(2009,2011]",1673,0.516693557
"(2009,2011]",1674,0.425376965
"(2009,2011]",1675,0.476770497
"(2009,2011]",1676,0.463900929
"(2009,2011]",1677,0.441025967
"(2009,2011]",1678,0.328959066
"(2009,2011]",1679,0.496758088
"(2009,2011]",1680,0.412130994
"(2009,2011]",1681,0.474183485
"(2009,2011]",1682,0.28913881
"(2009,2011]",1683,0.477313747
"(2009,2011]",1684,0.382280978
"(2009,2011]",1685,0.475967634
"(2009,2011]",1686,0.490406335
"(2009,2011]",1687,0.459163254
"(2009,2011]",1688,0.455880088
"(2009,2011]",1689,0.409195398
"(2009,2011]",1690,0.411860719
"(2009,2011]",1691,0.407453056
"(2009,2011]",1692,0.471129258
"(2009,2011]",1693,0.443525729
"(2009,2011]",1694,0.468842084
"(2009,2011]",1695,0.503773026
"(2009,2011]",1696,0.494275983
"(2009,2011]",1697,0.362674593
"(2009,2011]",1698,0.4731442
"(2009,2011]",1699,0.501277942
"(2009,2011]",1700,0.48925468
"(2009,2011]",1701,0.514908465
"(2009,2011]",1702,0.39784972
"(2009,2011]",1703,0.439665879
"(2009,2011]",1704,0.465467078
"(2009,2011]",1705,0.455331738
"(2009,2011]",1706,0.501296015
"(2009,2011]",1707,0.479856997
"(2009,2011]",1708,0.588560389
"(2009,2011]",1709,0.496092772
"(2009,2011]",1710,0.390779801
"(2009,2011]",1711,0.497495253
"(2009,2011]",1712,0.44978912
"(2009,2011]",1713,0.455740367
"(2009,2011]",1714,0.466802095
"(2009,2011]",1715,0.534334115
"(2009,2011]",1716,0.363260616
"(2009,2011]",1717,0.499982529
"(2009,2011]",1718,0.434314071
"(2009,2011]",1719,0.556585004
"(2009,2011]",1720,0.489833429
"(2009,2011]",1721,0.447926747
"(2009,2011]",1722,0.473628361
"(2009,2011]",1723,0.465423033
"(2009,2011]",1724,0.593472345
"(2009,2011]",1725,0.465286525
"(2009,2011]",1726,0.421435603
"(2009,2011]",1727,0.535189269
"(2009,2011]",1728,0.46835434
"(2009,2011]",1729,0.497162072
"(2009,2011]",1730,0.405165031
"(2009,2011]",1731,0.523266128
"(2009,2011]",1732,0.394587182
"(2009,2011]",1733,0.411014861
"(2009,2011]",1734,0.402373117
"(2009,2011]",1735,0.472452281
"(2009,2011]",1736,0.349925144
"(2009,2011]",1737,0.500458001
"(2009,2011]",1738,0.546979997
"(2009,2011]",1739,0.468052712
"(2009,2011]",1740,0.541572774
"(2009,2011]",1741,0.465117924
"(2009,2011]",1742,0.556543412
"(2009,2011]",1743,0.483633353
"(2009,2011]",1744,0.47460884
"(2009,2011]",1745,0.431641039
"(2009,2011]",1746,0.386580761
"(2009,2011]",1747,0.536152579
"(2009,2011]",1748,0.409769259
"(2009,2011]",1749,0.427811474
"(2009,2011]",1750,0.438277489
"(2009,2011]",1751,0.417313106
"(2009,2011]",1752,0.478408836
"(2009,2011]",1753,0.459671318
"(2009,2011]",1754,0.508882269
"(2009,2011]",1755,0.53133006
"(2009,2011]",1756,0.52587903
"(2009,2011]",1757,0.465701201
"(2009,2011]",1758,0.433819502
"(2009,2011]",1759,0.392000495
"(2009,2011]",1760,0.331770937
"(2009,2011]",1761,0.518217763
"(2009,2011]",1762,0.443095726
"(2009,2011]",1763,0.433667615
"(2009,2011]",1764,0.4839795
"(2009,2011]",1765,0.539171466
"(2009,2011]",1766,0.484620809
"(2009,2011]",1767,0.491647233
"(2009,2011]",1768,0.455617906
"(2009,2011]",1769,0.481850995
"(2009,2011]",1770,0.48637736
"(2009,2011]",1771,0.42326314
"(2009,2011]",1772,0.32356794
"(2009,2011]",1773,0.466138254
"(2009,2011]",1774,0.610582128
"(2009,2011]",1775,0.500486864
"(2009,2011]",1776,0.469295175
"(2009,2011]",1777,0.517739179
"(2009,2011]",1778,0.432831296
"(2009,2011]",1779,0.574499377
"(2009,2011]",1780,0.479681231
"(2009,2011]",1781,0.306013364
"(2009,2011]",1782,0.493772543
"(2009,2011]",1783,0.530272037
"(2009,2011]",1784,0.495960959
"(2009,2011]",1785,0.474868842
"(2009,2011]",1786,0.4093845
"(2009,2011]",1787,0.60969269
"(2009,2011]",1788,0.429969026
"(2009,2011]",1789,0.506526774
"(2009,2011]",1790,0.438919751
"(2009,2011]",1791,0.56279576
"(2009,2011]",1792,0.486136794
"(2009,2011]",1793,0.390301179
"(2009,2011]",1794,0.432242646
"(2009,2011]",1795,0.384694449
"(2009,2011]",1796,0.486412236
"(2009,2011]",1797,0.45532445
"(2009,2011]",1798,0.500681005
"(2009,2011]",1799,0.563665678
"(2009,2011]",1800,0.492601409
"(2009,2011]",1801,0.420082426
"(2009,2011]",1802,0.409482911
"(2009,2011]",1803,0.501888521
"(2009,2011]",1804,0.554420646
"(2009,2011]",1805,0.539406657
"(2009,2011]",1806,0.497274941
"(2009,2011]",1807,0.456572138
"(2009,2011]",1808,0.372917719
"(2009,2011]",1809,0.528984971
"(2009,2011]",1810,0.441707062
"(2009,2011]",1811,0.422260188
"(2009,2011]",1812,0.373088223
"(2009,2011]",1813,0.458657169
"(2009,2011]",1814,0.364278626
"(2009,2011]",1815,0.474667218
"(2009,2011]",1816,0.470497874
"(2009,2011]",1817,0.48635817
"(2009,2011]",1818,0.524560719
"(2009,2011]",1819,0.495372028
"(2009,2011]",1820,0.381315948
"(2009,2011]",1821,0.329907049
"(2009,2011]",1822,0.48440304
"(2009,2011]",1823,0.303589365
"(2009,2011]",1824,0.645551627
"(2011,2012]",730,0.601178018
"(2011,2012]",731,0.540800775
"(2011,2012]",732,0.584180879
"(2011,2012]",733,0.583807894
"(2011,2012]",734,0.561736149
"(2011,2012]",735,0.538168635
"(2011,2012]",736,0.553924101
"(2011,2012]",737,0.534237958
"(2011,2012]",738,0.600935389
"(2011,2012]",739,0.586974139
"(2011,2012]",740,0.521114286
"(2011,2012]",741,0.570342023
"(2011,2012]",742,0.592456607
"(2011,2012]",743,0.484598058
"(2011,2012]",744,0.601676845
"(2011,2012]",745,0.586338818
"(2011,2012]",746,0.577089196
"(2011,2012]",747,0.597455602
"(2011,2012]",748,0.637872812
"(2011,2012]",749,0.584011899
"(2011,2012]",750,0.588006498
"(2011,2012]",751,0.612734217
"(2011,2012]",752,0.470330777
"(2011,2012]",753,0.561858803
"(2011,2012]",754,0.571067356
"(2011,2012]",755,0.608071138
"(2011,2012]",756,0.558755624
"(2011,2012]",757,0.570120683
"(2011,2012]",758,0.511890404
"(2011,2012]",759,0.575965729
"(2011,2012]",760,0.555281431
"(2011,2012]",761,0.555973632
"(2011,2012]",762,0.561438842
"(2011,2012]",763,0.563397336
"(2011,2012]",764,0.5673075
"(2011,2012]",765,0.595407356
"(2011,2012]",766,0.570166292
"(2011,2012]",767,0.55176641
"(2011,2012]",768,0.572930115
"(2011,2012]",769,0.575177958
"(2011,2012]",770,0.613022317
"(2011,2012]",771,0.448988538
"(2011,2012]",772,0.532257395
"(2011,2012]",773,0.547202617
"(2011,2012]",774,0.579476201
"(2011,2012]",775,0.524120923
"(2011,2012]",776,0.541258101
"(2011,2012]",777,0.606260384
"(2011,2012]",778,0.555837725
"(2011,2012]",779,0.576697406
"(2011,2012]",780,0.540604726
"(2011,2012]",781,0.578540654
"(2011,2012]",782,0.509543358
"(2011,2012]",783,0.582771787
"(2011,2012]",784,0.590595158
"(2011,2012]",785,0.517891436
"(2011,2012]",786,0.528954111
"(2011,2012]",787,0.482707066
"(2011,2012]",788,0.503659982
"(2011,2012]",789,0.557521476
"(2011,2012]",790,0.536611116
"(2011,2012]",791,0.612548853
"(2011,2012]",792,0.620553064
"(2011,2012]",793,0.528206929
"(2011,2012]",794,0.559978446
"(2011,2012]",795,0.506202105
"(2011,2012]",796,0.546947856
"(2011,2012]",797,0.565172471
"(2011,2012]",798,0.543296084
"(2011,2012]",799,0.53243776
"(2011,2012]",800,0.569576245
"(2011,2012]",801,0.564137734
"(2011,2012]",802,0.598560377
"(2011,2012]",803,0.596446827
"(2011,2012]",804,0.612857934
"(2011,2012]",805,0.580310401
"(2011,2012]",806,0.540644698
"(2011,2012]",807,0.539291763
"(2011,2012]",808,0.528597524
"(2011,2012]",809,0.557487136
"(2011,2012]",810,0.562314821
"(2011,2012]",811,0.536987381
"(2011,2012]",812,0.541188738
"(2011,2012]",813,0.595662351
"(2011,2012]",814,0.531354732
"(2011,2012]",815,0.52889176
"(2011,2012]",816,0.61575485
"(2011,2012]",817,0.51279948
"(2011,2012]",818,0.574806263
"(2011,2012]",819,0.558547856
"(2011,2012]",820,0.506672966
"(2011,2012]",821,0.540839892
"(2011,2012]",822,0.60966072
"(2011,2012]",823,0.559364504
"(2011,2012]",824,0.54450881
"(2011,2012]",825,0.608713178
"(2011,2012]",826,0.494573859
"(2011,2012]",827,0.531401408
"(2011,2012]",828,0.568389989
"(2011,2012]",829,0.535445718
"(2011,2012]",830,0.602368167
"(2011,2012]",831,0.516692597
"(2011,2012]",832,0.50177537
"(2011,2012]",833,0.524616667
"(2011,2012]",834,0.583820183
"(2011,2012]",835,0.571521776
"(2011,2012]",836,0.446231243
"(2011,2012]",837,0.565401582
"(2011,2012]",838,0.571028636
"(2011,2012]",839,0.497743149
"(2011,2012]",840,0.600986398
"(2011,2012]",841,0.518694348
"(2011,2012]",842,0.584377354
"(2011,2012]",843,0.593320665
"(2011,2012]",844,0.526536853
"(2011,2012]",845,0.533823737
"(2011,2012]",846,0.619863605
"(2011,2012]",847,0.532217251
"(2011,2012]",848,0.568237451
"(2011,2012]",849,0.519736059
"(2011,2012]",850,0.51086291
"(2011,2012]",851,0.512524485
"(2011,2012]",852,0.576817497
"(2011,2012]",853,0.551949437
"(2011,2012]",854,0.541501959
"(2011,2012]",855,0.484362341
"(2011,2012]",856,0.626964698
"(2011,2012]",857,0.448750197
"(2011,2012]",858,0.598546629
"(2011,2012]",859,0.513245269
"(2011,2012]",860,0.546854517
"(2011,2012]",861,0.516684716
"(2011,2012]",862,0.552800848
"(2011,2012]",863,0.589427992
"(2011,2012]",864,0.530082899
"(2011,2012]",865,0.53579756
"(2011,2012]",866,0.530411551
"(2011,2012]",867,0.550407958
"(2011,2012]",868,0.603495634
"(2011,2012]",869,0.571982418
"(2011,2012]",870,0.613992053
"(2011,2012]",871,0.552263438
"(2011,2012]",872,0.550823044
"(2011,2012]",873,0.578451319
"(2011,2012]",874,0.560414997
"(2011,2012]",875,0.627145242
"(2011,2012]",876,0.57607607
"(2011,2012]",877,0.567436288
"(2011,2012]",878,0.580767495
"(2011,2012]",879,0.543095985
"(2011,2012]",880,0.559926328
"(2011,2012]",881,0.537125399
"(2011,2012]",882,0.519569562
"(2011,2012]",883,0.531620506
"(2011,2012]",884,0.495319514
"(2011,2012]",885,0.518759266
"(2011,2012]",886,0.672129945
"(2011,2012]",887,0.62996668
"(2011,2012]",888,0.552404401
"(2011,2012]",889,0.628917995
"(2011,2012]",890,0.607760393
"(2011,2012]",891,0.511572182
"(2011,2012]",892,0.594114242
"(2011,2012]",893,0.578853133
"(2011,2012]",894,0.483912003
"(2011,2012]",895,0.507300187
"(2011,2012]",896,0.575184946
"(2011,2012]",897,0.555456172
"(2011,2012]",898,0.455958294
"(2011,2012]",899,0.456489618
"(2011,2012]",900,0.531323517
"(2011,2012]",901,0.563020331
"(2011,2012]",902,0.549415556
"(2011,2012]",903,0.512224778
"(2011,2012]",904,0.476483572
"(2011,2012]",905,0.539245964
"(2011,2012]",906,0.540994387
"(2011,2012]",907,0.569214741
"(2011,2012]",908,0.51783665
"(2011,2012]",909,0.581049455
"(2011,2012]",910,0.508376289
"(2011,2012]",911,0.522356572
"(2011,2012]",912,0.524118436
"(2011,2012]",913,0.450593429
"(2011,2012]",914,0.536219051
"(2011,2012]",915,0.568350325
"(2011,2012]",916,0.542000084
"(2011,2012]",917,0.591955107
"(2011,2012]",918,0.5976299
"(2011,2012]",919,0.561401279
"(2011,2012]",920,0.478782853
"(2011,2012]",921,0.479623825
"(2011,2012]",922,0.564051693
"(2011,2012]",923,0.530308696
"(2011,2012]",924,0.584467291
"(2011,2012]",925,0.507783738
"(2011,2012]",926,0.49335722
"(2011,2012]",927,0.552487916
"(2011,2012]",928,0.546179257
"(2011,2012]",929,0.539105367
"(2011,2012]",930,0.47833904
"(2011,2012]",931,0.604572572
"(2011,2012]",932,0.574102172
"(2011,2012]",933,0.578399402
"(2011,2012]",934,0.529751451
"(2011,2012]",935,0.504167027
"(2011,2012]",936,0.523835042
"(2011,2012]",937,0.532901217
"(2011,2012]",938,0.565712935
"(2011,2012]",939,0.5735809
"(2011,2012]",940,0.527363701
"(2011,2012]",941,0.54279713
"(2011,2012]",942,0.583267395
"(2011,2012]",943,0.5890388
"(2011,2012]",944,0.481585946
"(2011,2012]",945,0.594431769
"(2011,2012]",946,0.537402835
"(2011,2012]",947,0.450590065
"(2011,2012]",948,0.583506863
"(2011,2012]",949,0.531992901
"(2011,2012]",950,0.554350785
"(2011,2012]",951,0.588944021
"(2011,2012]",952,0.565131813
"(2011,2012]",953,0.520335283
"(2011,2012]",954,0.540442361
"(2011,2012]",955,0.542417136
"(2011,2012]",956,0.490545213
"(2011,2012]",957,0.605788945
"(2011,2012]",958,0.519606831
"(2011,2012]",959,0.594013179
"(2011,2012]",960,0.620624237
"(2011,2012]",961,0.514865355
"(2011,2012]",962,0.58160759
"(2011,2012]",963,0.593803292
